id	type	blob
Chapter3/Definition3.1.1	definition	blobs/Chapter3/Definition3.1.1.md
Chapter3/Example3.1.2	example	blobs/Chapter3/Example3.1.2.md
Chapter3/Proposition3.1.4	proposition	blobs/Chapter3/Proposition3.1.4.md
Chapter3/Remark3.1.5	remark	blobs/Chapter3/Remark3.1.5.md
Chapter3/Lemma3.1.6	lemma	blobs/Chapter3/Lemma3.1.6.md
Chapter3/Corollary3.2.1	corollary	blobs/Chapter3/Corollary3.2.1.md
Chapter3/Theorem3.2.2	theorem	blobs/Chapter3/Theorem3.2.2.md
Chapter3/Theorem3.3.1	theorem	blobs/Chapter3/Theorem3.3.1.md
Chapter3/Definition3.3.2	definition	blobs/Chapter3/Definition3.3.2.md
Chapter3/Remark3.3.4	remark	blobs/Chapter3/Remark3.3.4.md
Chapter3/Definition3.4.1	definition	blobs/Chapter3/Definition3.4.1.md
Chapter3/Lemma3.4.2	lemma	blobs/Chapter3/Lemma3.4.2.md
Chapter3/Definition3.5.1	definition	blobs/Chapter3/Definition3.5.1.md
Chapter3/Proposition3.5.2	proposition	blobs/Chapter3/Proposition3.5.2.md
Chapter3/Proposition3.5.3	proposition	blobs/Chapter3/Proposition3.5.3.md
Chapter3/Theorem3.5.4	theorem	blobs/Chapter3/Theorem3.5.4.md
Chapter3/Corollary3.5.5	corollary	blobs/Chapter3/Corollary3.5.5.md
Chapter3/Example3.5.6	example	blobs/Chapter3/Example3.5.6.md
Chapter3/Definition3.5.7	definition	blobs/Chapter3/Definition3.5.7.md
Chapter3/Proposition3.5.8	proposition	blobs/Chapter3/Proposition3.5.8.md
Chapter3/Theorem3.6.2	theorem	blobs/Chapter3/Theorem3.6.2.md
Chapter3/Theorem3.7.1	theorem	blobs/Chapter3/Theorem3.7.1.md
Chapter3/Theorem3.8.1	theorem	blobs/Chapter3/Theorem3.8.1.md
Chapter3/Lemma3.8.2	lemma	blobs/Chapter3/Lemma3.8.2.md
Chapter3/Remark3.8.6	remark	blobs/Chapter3/Remark3.8.6.md
Chapter3/Theorem3.10.2	theorem	blobs/Chapter3/Theorem3.10.2.md
Chapter3/Remark3.10.3	remark	blobs/Chapter3/Remark3.10.3.md
